Содержание,Сервис,Статус,Функциональная группа,Крайний срок,Дата обращения,Тип обращения на момент подачи,Тип обращения итоговый,Решение,Тип переклассификации,Дата восстановления,Дата закрытия обращения,Система,Место,Ранг важности,День недели обращения,Месяц обращения,Час обращения,День года обращения,Время с обращения до восстановления,Время с обращения до закрытия,Время с обращения до крайнего срока,Время с восстановления до крайнего срока,Время с закрытия до крайнего срока
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 07:08:00,2018-02-04 08:53:00,1,1,работы обращению выполнены,0,2018-02-04 09:58:00,2018-02-11 11:18:00,11,55,0,6,2,8,35,3900,613500,425700,421800,-187800
изменение прав система500,26,1,94,2018-02-09 10:11:00,2018-02-04 08:56:00,1,1,доступ предоставлен,0,2018-02-07 15:16:00,2018-02-15 07:34:00,13,76,12,6,2,8,35,282000,945480,436500,154500,-508980
адре12копированиенетэлектронно кмр,25,0,76,2018-02-09 10:12:00,2018-02-04 08:57:00,1,1,файл ошибкой,0,2018-02-07 06:40:00,2018-02-07 06:40:00,25,11,0,6,2,8,35,250980,250980,436500,185520,185520
изменение прав система500,26,1,94,2018-02-09 10:13:00,2018-02-04 08:58:00,1,1,доступ предоставлен,0,2018-02-08 14:09:00,2018-02-15 15:29:00,13,76,12,6,2,8,35,364260,973860,436500,72240,-537360
изменение прав система500,26,1,13,2018-02-09 10:14:00,2018-02-04 08:59:00,1,1,предоставленный атф файл загружен базу сисстема398а,0,2018-02-04 15:13:00,2018-02-14 07:52:00,26,76,12,6,2,8,35,22440,859980,436500,414060,-423480
разблокировка учетной записи пользователя система7 домен ne_boss,7,1,8,2018-02-09 10:14:00,2018-02-04 08:59:00,1,1,выполнена разблокировка учетной записи ne_boss повторный сброс пароляидентификация пройденаблокировка вызвана легальным пользователемпричинане определеназаявител проинформирован,0,2018-02-04 08:59:00,2018-02-04 09:04:00,7,156,12,6,2,8,35,0,300,436500,436500,436200
заменадобавление сертификат сервере система13,13,1,13,2018-02-09 10:15:00,2018-02-04 09:00:00,1,1,атф файл загружен базу сисстема398а,0,2018-02-04 14:49:00,2018-02-14 07:52:00,13,42,11,6,2,9,35,20940,859920,436500,415560,-423420
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 10:16:00,2018-02-04 09:01:00,1,1,заявка загружена система22,0,2018-02-04 13:57:00,2018-02-14 07:31:00,22,27,7,6,2,9,35,17760,858600,436500,418740,-422100
заменадобавление сертификат сервере система13,13,1,13,2018-02-09 10:16:00,2018-02-04 09:01:00,1,1,атф файл загружен базу сисстема398а,0,2018-02-04 14:48:00,2018-02-14 07:52:00,13,42,11,6,2,9,35,20820,859860,436500,415680,-423360
заявка предоставление логического доступа,0,1,143,2018-02-09 10:18:00,2018-02-04 09:03:00,1,1,заявка исполнена,0,2018-02-07 06:56:00,2018-02-14 08:56:00,0,116,0,6,2,9,35,251580,863580,436500,184920,-427080
контроль пу заявка доступ портам,2,1,409,2018-02-09 10:18:00,2018-02-04 09:03:00,1,1,доступ предоставлен,0,2018-02-04 10:57:00,2018-02-04 10:59:00,2,117,0,6,2,9,35,6840,6960,436500,429660,429540
настройка эп сервис22,22,1,137,2018-02-09 10:19:00,2018-02-04 09:04:00,1,1,права предоставлены,0,2018-02-04 10:04:00,2018-02-11 11:24:00,22,42,7,6,2,9,35,3600,613200,436500,432900,-176700
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-08 10:19:00,2018-02-04 09:04:00,1,1,работы обращению выполнены,0,2018-02-04 12:05:00,2018-02-11 13:21:00,101,118,7,6,2,9,35,10860,620220,350100,339240,-270120
выполнить установкуудаление,0,1,540,2018-02-09 10:19:00,2018-02-04 09:04:00,1,1,выполнено,0,2018-02-08 08:36:00,2018-02-09 09:57:00,0,47,0,6,2,9,35,343920,435180,436500,92580,1320
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-14 02:37:00,2018-02-04 09:07:00,1,1,работы обращению выполнены,0,2018-02-07 00:33:00,2018-02-14 07:52:00,13,1,7,6,2,9,35,228360,859500,840600,612240,-18900
заявка,58,1,222,2018-02-09 10:21:00,2018-02-04 09:07:00,1,1,заявка исполнена,0,2018-02-08 04:07:00,2018-02-15 07:54:00,58,146,11,6,2,9,35,327600,946020,436440,108840,-509580
заявка,58,1,222,2018-02-09 10:21:00,2018-02-04 09:07:00,1,1,заявка исполнена,0,2018-02-08 04:15:00,2018-02-15 07:54:00,58,146,11,6,2,9,35,328080,946020,436440,108360,-509580
заявка,58,1,222,2018-02-09 10:21:00,2018-02-04 09:07:00,1,1,заявка исполнена,0,2018-02-08 04:18:00,2018-02-15 07:54:00,58,146,11,6,2,9,35,328260,946020,436440,108180,-509580
заявка,58,1,222,2018-02-09 10:21:00,2018-02-04 09:07:00,1,1,заявка исполнена,0,2018-02-08 04:14:00,2018-02-15 07:54:00,58,146,11,6,2,9,35,328020,946020,436440,108420,-509580
заявка,58,1,222,2018-02-09 10:21:00,2018-02-04 09:07:00,1,1,заявка исполнена,0,2018-02-08 04:09:00,2018-02-15 07:54:00,58,146,11,6,2,9,35,327720,946020,436440,108720,-509580
заявка,58,1,222,2018-02-09 10:21:00,2018-02-04 09:07:00,1,1,заявка исполнена,0,2018-02-08 04:12:00,2018-02-15 07:54:00,58,146,11,6,2,9,35,327900,946020,436440,108540,-509580
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-14 02:38:00,2018-02-04 09:08:00,1,1,работы обращению выполнены,0,2018-02-10 00:47:00,2018-02-10 07:04:00,13,25,7,6,2,9,35,488340,510960,840600,352260,329640
предоставление техники брм,0,1,12,2018-02-21 14:51:00,2018-02-04 09:08:00,1,1,работы обращению выполнены,0,2018-02-16 11:11:00,2018-02-16 11:15:00,0,31,0,6,2,9,35,1044180,1044420,1489380,445200,444960
предоставление техники брм,0,1,12,2018-02-25 07:36:00,2018-02-04 09:09:00,1,1,работы обращению выполнены,0,2018-02-15 07:57:00,2018-02-22 09:12:00,0,31,0,6,2,9,35,946080,1555380,1808820,862740,253440
настройка эп сервис22,22,1,137,2018-02-09 10:24:00,2018-02-04 09:09:00,1,1,права предоставлены,0,2018-02-04 10:10:00,2018-02-11 11:30:00,22,297,7,6,2,9,35,3660,613260,436500,432840,-176760
поломка рулонных жалюзи,73,1,457,2018-02-09 10:26:00,2018-02-04 09:11:00,1,1,заявка выполнена,0,2018-02-04 10:36:00,2018-02-11 12:12:00,71,161,0,6,2,9,35,5100,615660,436500,431400,-179160
работать несколько пользователей,11,1,19,2018-02-10 15:36:00,2018-02-04 09:11:00,0,1,проведена загрузка матрицы доступа появилась возможность выбрать нужную форму,2,2018-02-10 00:19:00,2018-02-17 07:51:00,56,31,1,6,2,9,35,486480,1118400,541500,55020,-576900
изменение атрибутов учётной записи,7,0,13,2018-02-09 10:27:00,2018-02-04 09:12:00,1,1,запрос отменён пользователем портала самообслуживания,0,2018-02-04 09:16:00,2018-02-04 09:16:00,7,172,11,6,2,9,35,240,240,436500,436260,436260
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-08 10:27:00,2018-02-04 09:12:00,1,1,работы обращению выполнены,0,2018-02-07 12:12:00,2018-02-14 13:32:00,101,118,7,6,2,9,35,270000,879600,350100,80100,-529500
настройкаконсультация техническое обслуживание,18,1,18,2018-02-09 10:28:00,2018-02-04 09:13:00,1,1,контрагент добавлен справочник поставщиков система18,0,2018-02-04 09:37:00,2018-02-04 10:50:00,18,84,4,6,2,9,35,1440,5820,436500,435060,430680
заявка предоставление отзыв прав доступа ресурсам,12,1,13,2018-02-09 10:28:00,2018-02-04 09:13:00,1,1,выполнено,0,2018-02-07 13:59:00,2018-02-14 15:18:00,133,113,11,6,2,9,35,276360,885900,436500,160140,-449400
настройкаконсультация техническое обслуживание,18,1,18,2018-02-09 10:28:00,2018-02-04 09:13:00,1,1,создана версия договора внесения исправлений,0,2018-02-04 09:31:00,2018-02-04 12:56:00,18,73,4,6,2,9,35,1080,13380,436500,435420,423120
заявка предоставление отзыв прав доступа ресурсам,47,0,8,2018-02-09 10:29:00,2018-02-04 09:14:00,1,1,запрос отменён пользователем портала самообслуживания,0,2018-02-04 09:18:00,2018-02-04 09:18:00,442,1,11,6,2,9,35,240,240,436500,436260,436260
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-08 10:29:00,2018-02-04 09:14:00,1,1,работы обращению выполнены,0,2018-02-04 09:34:00,2018-02-11 10:54:00,13,76,11,6,2,9,35,1200,610800,350100,348900,-260700
заявка предоставление отзыв прав доступа ресурсам,12,1,58,2018-02-09 10:30:00,2018-02-04 09:15:00,1,1,выполнено,0,2018-02-04 10:16:00,2018-02-11 11:36:00,12,41,11,6,2,9,35,3660,613260,436500,432840,-176760
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-16 02:47:00,2018-02-04 09:17:00,1,1,работы обращению выполнены,0,2018-02-14 12:55:00,2018-02-21 14:15:00,22,1,7,6,2,9,35,877080,1486680,1013400,136320,-473280
медленная работа система22,22,1,62,2018-02-04 17:18:00,2018-02-04 09:18:00,1,0,завершен некорректный сеанс получено подтверждение нормализации работы,1,2018-02-04 13:01:00,2018-02-11 14:17:00,22,31,8,6,2,9,35,13380,622740,28800,15420,-593940
разблокировать учетную запись,0,1,45,2018-02-09 10:35:00,2018-02-04 09:20:00,1,1,учетная запись разблокирована,0,2018-02-04 12:45:00,2018-02-11 14:04:00,0,13,1,6,2,9,35,12300,621840,436500,424200,-185340
холодный воздух фанкойла,72,1,97,2018-02-09 10:35:00,2018-02-04 09:20:00,1,1,выполнено,0,2018-02-04 09:51:00,2018-02-11 11:07:00,70,31,0,6,2,9,35,1860,611220,436500,434640,-174720
__ обновление версии windows 10 актуальной версии используемой,19,1,130,2018-02-09 10:36:00,2018-02-04 09:21:00,1,1,выполнено,0,2018-02-07 14:15:00,2018-02-14 15:31:00,19,3,11,6,2,9,35,276840,886200,436500,159660,-449700
контроль пу заявка доступ портам,2,1,116,2018-02-09 10:39:00,2018-02-04 09:24:00,1,1,доступ предоставлен согласно заявке,0,2018-02-09 07:39:00,2018-02-09 14:07:00,2,41,0,6,2,9,35,425700,448980,436500,10800,-12480
система24 общие вопросы,43,1,1,2018-02-09 10:40:00,2018-02-04 09:25:00,1,1,тестовый запрос,0,2018-02-04 09:26:00,2018-02-11 10:42:00,24,1001,12,6,2,9,35,60,609420,436500,436440,-172920
настройкаконсультация техническое обслуживание,18,1,18,2018-02-09 10:41:00,2018-02-04 09:26:00,1,1,оказана консультация,0,2018-02-04 10:51:00,2018-02-04 11:43:00,18,57,4,6,2,9,35,5100,8220,436500,431400,428280
заявка предоставление отзыв прав доступа ресурсам,71,1,13,2018-02-08 10:41:00,2018-02-04 09:26:00,1,1,работы обращению выполнены,0,2018-02-05 14:47:00,2018-02-07 09:50:00,138,125,0,6,2,9,35,105660,260640,350100,244440,89460
изменение атрибутов учётной записи,7,1,13,2018-02-09 10:42:00,2018-02-04 09:27:00,1,1,изменение атрибута телефон уз выполнено,0,2018-02-04 10:11:00,2018-02-04 12:59:00,7,116,11,6,2,9,35,2640,12720,436500,433860,423780
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-08 10:43:00,2018-02-04 09:28:00,1,1,работы обращению выполнены,0,2018-02-04 11:58:00,2018-02-11 13:15:00,101,200,7,6,2,9,35,9000,618420,350100,341100,-268320
заменадобавление сертификат сервере система13,13,1,13,2018-02-09 10:46:00,2018-02-04 09:31:00,1,1,атф файл загружен базу сисстема398а,0,2018-02-07 01:41:00,2018-02-14 07:52:00,13,116,11,6,2,9,35,231000,858060,436500,205500,-421560
необходим ремонт жалюзи,73,1,246,2018-02-09 10:47:00,2018-02-04 09:32:00,1,1,выполнено,0,2018-02-04 11:06:00,2018-02-11 12:23:00,71,173,0,6,2,9,35,5640,615060,436500,430860,-178560
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 09:36:00,2018-02-04 09:34:00,1,1,работы обращению выполнены,0,2018-02-05 09:43:00,2018-02-14 07:52:00,11,164,0,6,2,9,35,86940,857880,432120,345180,-425760
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 10:49:00,2018-02-04 09:34:00,1,1,личность пользователя идентифицирована причина нарушения другая выполнена разблокировка учетной записи ne_boss,0,2018-02-04 13:44:00,2018-02-14 07:19:00,101,53,7,6,2,9,35,15000,855900,436500,421500,-419400
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 09:36:00,2018-02-04 09:35:00,1,1,работы обращению выполнены,0,2018-02-05 09:46:00,2018-02-07 01:00:00,11,106,0,6,2,9,35,87060,228300,432060,345000,203760
предоставление техники брм,0,1,12,2018-02-25 02:36:00,2018-02-04 09:35:00,1,1,работы обращению выполнены,0,2018-02-23 07:01:00,2018-03-09 08:26:00,0,86,0,6,2,9,35,1632360,2847060,1789260,156900,-1057800
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 09:36:00,2018-02-04 09:35:00,1,1,работы обращению выполнены,0,2018-02-04 10:03:00,2018-02-04 10:13:00,11,106,0,6,2,9,35,1680,2280,432060,430380,429780
предоставление техники брм,0,1,12,2018-02-11 06:36:00,2018-02-04 09:35:00,1,1,работы обращению выполнены,0,2018-02-18 09:37:00,2018-02-25 10:54:00,0,86,0,6,2,9,35,1209720,1819140,594060,-615660,-1225080
настройка эп сервис22,22,1,137,2018-02-09 10:51:00,2018-02-04 09:36:00,1,1,права предоставлены,0,2018-02-04 10:16:00,2018-02-04 11:56:00,22,170,7,6,2,9,35,2400,8400,436500,434100,428100
дистанционные курсытесты,36,1,47,2018-02-09 10:56:00,2018-02-04 09:41:00,1,1,добрый день статус курса испрален,0,2018-02-04 13:59:00,2018-02-08 08:21:00,38,34,0,6,2,9,35,15480,340800,436500,421020,95700
заявка предоставление отзыв прав доступа ресурсам,0,1,5,2018-02-14 12:14:00,2018-02-04 09:44:00,1,1,работы обращению выполнены,0,2018-02-04 10:16:00,2018-02-11 11:36:00,246,129,0,6,2,9,35,1920,611520,873000,871080,261480
выполнена разблокировка уз boss,7,1,8,2018-02-09 11:02:00,2018-02-04 09:47:00,1,1,личность пользователя идентифицирована причина нарушения другая выполнена разблокировка учетной записи ne_boss,0,2018-02-04 09:48:00,2018-02-04 10:22:00,7,5,12,6,2,9,35,60,2100,436500,436440,434400
дистанционные курсытесты,36,1,47,2018-02-09 11:04:00,2018-02-04 09:49:00,1,1,добрый день статус курса исправлен,0,2018-02-04 14:00:00,2018-02-14 07:31:00,38,77,0,6,2,9,35,15060,855720,436500,421440,-419220
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-08 11:07:00,2018-02-04 09:52:00,1,1,работы обращению выполнены,0,2018-02-07 00:34:00,2018-02-14 07:52:00,101,102,7,6,2,9,35,225720,856800,350100,124380,-506700
черный катридж,25,1,130,2018-02-09 11:09:00,2018-02-04 09:54:00,1,1,выполнено,0,2018-02-07 08:59:00,2018-02-14 10:20:00,25,125,1,6,2,9,35,255900,865560,436500,180600,-429060
система26,26,1,464,2018-02-09 11:10:00,2018-02-04 09:55:00,1,1,добрый день права предоставлены согласно заявке,0,2018-02-07 09:07:00,2018-02-07 09:51:00,26,200,12,6,2,9,35,256320,258960,436500,180180,177540
системное прикладное,0,1,48,2018-02-09 11:13:00,2018-02-04 09:58:00,1,1,установленонастроено прикладное офисное,0,2018-02-08 14:24:00,2018-02-08 14:28:00,0,57,0,6,2,9,35,361560,361800,436500,74940,74700
консультация,22,1,676,2018-02-09 11:14:00,2018-02-04 09:59:00,1,1,оказана консультация,0,2018-02-07 01:36:00,2018-02-14 07:52:00,22,67,8,6,2,9,35,229020,856380,436500,207480,-419880
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-11 11:15:00,2018-02-04 10:00:00,1,1,работы обращению выполнены,0,2018-02-08 15:17:00,2018-02-16 07:35:00,22,32,7,6,2,10,35,364620,1028100,609300,244680,-418800
консультация,7,1,18,2018-02-09 11:17:00,2018-02-04 10:02:00,1,1,уз внесены изменения соотв заявкой,0,2018-02-04 10:07:00,2018-02-11 11:24:00,7,153,11,6,2,10,35,300,609720,436500,436200,-173220
система26,26,1,154,2018-02-09 11:18:00,2018-02-04 10:03:00,1,1,добрый день рег данные изменены,0,2018-02-04 12:58:00,2018-02-04 13:27:00,26,57,12,6,2,10,35,10500,12240,436500,426000,424260
настройка эп сервис22,22,1,137,2018-02-09 11:22:00,2018-02-04 10:07:00,1,1,права предоставлены,0,2018-02-04 10:23:00,2018-02-11 11:42:00,22,119,7,6,2,10,35,960,610500,436500,435540,-174000
заявка предоставление отзыв прав доступа ресурсам,12,1,13,2018-02-09 11:24:00,2018-02-04 10:09:00,1,1,выполнено,0,2018-02-07 14:23:00,2018-02-08 08:47:00,12,42,11,6,2,10,35,274440,340680,436500,162060,95820
адре11копированиенетнарочно кмр,25,1,76,2018-02-09 11:24:00,2018-02-04 10:09:00,1,1,примечание копии nnn стр автор записи,0,2018-02-04 10:46:00,2018-02-11 12:17:00,25,178,0,6,2,10,35,2220,612480,436500,434280,-175980
гостинице ремонт выключателя,37,1,352,2018-02-09 11:25:00,2018-02-04 10:10:00,1,1,выполнено,0,2018-02-09 08:36:00,2018-02-12 11:42:00,39,156,0,6,2,10,35,426360,696720,436500,10140,-260220
перемещение пэвм,0,1,82,2018-02-09 11:25:00,2018-02-04 10:10:00,1,1,работы обращению выполнены,0,2018-02-08 08:54:00,2018-02-08 14:51:00,0,13,1,6,2,10,35,341040,362460,436500,95460,74040
настройка эп сервис22,22,1,137,2018-02-09 11:26:00,2018-02-04 10:11:00,1,1,права предоставлены,0,2018-02-04 10:27:00,2018-02-11 11:42:00,22,194,7,6,2,10,35,960,610260,436500,435540,-173760
заявка предоставление отзыв прав доступа ресурсам,41,1,13,2018-02-09 11:28:00,2018-02-04 10:13:00,1,1,работы обращению выполнены,0,2018-02-07 10:47:00,2018-02-14 12:08:00,43,13,0,6,2,10,35,261240,870900,436500,175260,-434400
настройка эп сервис22,22,1,137,2018-02-09 11:29:00,2018-02-04 10:14:00,1,1,права предоставлены,0,2018-02-07 07:05:00,2018-02-07 08:02:00,22,157,7,6,2,10,35,247860,251280,436500,188640,185220
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 11:33:00,2018-02-04 10:18:00,1,1,выполнено,0,2018-02-08 12:03:00,2018-02-08 12:38:00,101,6,7,6,2,10,35,351900,354000,436500,84600,82500
настройка эп сервис22,22,1,137,2018-02-09 11:35:00,2018-02-04 10:20:00,1,1,права предоставлены,0,2018-02-04 12:58:00,2018-02-11 14:17:00,22,57,7,6,2,10,35,9480,619020,436500,427020,-182520
просьба разблокировать уз,16,1,142,2018-02-09 11:35:00,2018-02-04 10:20:00,1,1,запрошенная уз разблокирована,0,2018-02-04 10:58:00,2018-02-11 12:17:00,16,57,11,6,2,10,35,2280,611820,436500,434220,-175320
сервисы sns1 базовые сервисы,2,1,501,2018-02-25 12:36:00,2018-02-04 10:21:00,1,1,доступ считывателю предоставлен согласно заявке,0,2018-02-17 03:06:00,2018-02-24 07:54:00,2,102,0,6,2,10,35,1097100,1719180,1822500,725400,103320
контроль пу заявка доступ портам,2,1,116,2018-02-09 11:39:00,2018-02-04 10:24:00,1,1,доступ предоставлен согласно заявке,0,2018-02-07 13:06:00,2018-02-07 13:08:00,2,41,0,6,2,10,35,268920,269040,436500,167580,167460
погрузка машины,73,1,345,2018-02-09 11:39:00,2018-02-04 10:24:00,1,1,выполнено,0,2018-02-09 10:25:00,2018-02-16 11:46:00,71,15,0,6,2,10,35,432060,1041720,436500,4440,-605220
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 08:39:00,2018-02-04 10:24:00,1,1,работы обращению выполнены,0,2018-02-04 13:54:00,2018-02-14 07:25:00,11,169,0,6,2,10,35,12600,853260,425700,413100,-427560
заявка предоставление отзыв прав доступа ресурсам,11,1,13,2018-02-09 08:39:00,2018-02-04 10:24:00,1,1,работы обращению выполнены,0,2018-02-04 12:17:00,2018-02-11 13:35:00,11,169,0,6,2,10,35,6780,616260,425700,418920,-190560
разгрузка машины,73,1,345,2018-02-09 11:40:00,2018-02-04 10:25:00,1,1,выполнено,0,2018-02-09 10:30:00,2018-02-16 11:46:00,71,15,0,6,2,10,35,432300,1041660,436500,4200,-605160
консультация,27,1,18,2018-02-09 11:40:00,2018-02-04 10:25:00,1,1,пользователю оказана консультация,0,2018-02-04 11:25:00,2018-02-11 12:40:00,27,6,5,6,2,10,35,3600,612900,436500,432900,-176400
разгрузка машины,73,1,345,2018-02-09 11:42:00,2018-02-04 10:27:00,1,1,выполнено,0,2018-02-09 10:32:00,2018-02-16 11:52:00,71,15,0,6,2,10,35,432300,1041900,436500,4200,-605400
разблокировка учетной записи,0,1,524,2018-02-09 11:42:00,2018-02-04 10:27:00,1,1,учетная запись разблокирована,0,2018-02-04 10:49:00,2018-02-04 14:45:00,0,64,0,6,2,10,35,1320,15480,436500,435180,421020
заявка предоставление отзыв прав доступа ресурсам,18,1,13,2018-02-09 11:45:00,2018-02-04 10:30:00,1,1,выполнено соответствии заявкой роли синхронизируются течение суток,0,2018-02-04 14:17:00,2018-02-14 07:52:00,18,3,4,6,2,10,35,13620,854520,436500,422880,-418020
система58,51,1,634,2018-02-09 11:45:00,2018-02-04 10:30:00,1,1,архив восстановлен проиндексирован установлена блокировка удаления просьба сообщить окончании работ архивом снятия блокировки,0,2018-02-04 12:34:00,2018-02-11 13:53:00,51,1,0,6,2,10,35,7440,616980,436500,429060,-180480
необходимо предоставить доступ учетной записи пользователя сетевому ресурсу,0,1,69,2018-02-09 11:46:00,2018-02-04 10:31:00,1,1,доступ предоставлен,0,2018-02-04 10:39:00,2018-02-11 11:54:00,0,51,0,6,2,10,35,480,609780,436500,436020,-173280
получение консультации,12,1,84,2018-02-09 11:46:00,2018-02-04 10:31:00,1,1,ввиду некорректной работы компонент сторожок пока отключен включение выполнится автоматически исправления,0,2018-02-07 06:39:00,2018-02-14 08:56:00,35,15,12,6,2,10,35,245280,858300,436500,191220,-421800
заявка предоставление прав,22,1,13,2018-02-11 09:36:00,2018-02-04 10:33:00,1,1,оказана консультация рекомендовано зарегистрировать запрос всервис11,0,2018-02-09 13:57:00,2018-02-16 15:16:00,22,72,7,6,2,10,35,444240,1053780,601380,157140,-452400
65устранение ошибки,12,1,84,2018-02-21 15:36:00,2018-02-04 10:33:00,0,1,установлено пэвм пользователя,2,2018-02-18 06:43:00,2018-02-18 06:54:00,35,15,11,6,2,10,35,1195800,1196460,1486980,291180,290520
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 11:49:00,2018-02-04 10:34:00,1,1,заявки загружены система22,0,2018-02-04 15:18:00,2018-02-07 08:24:00,22,244,7,6,2,10,35,17040,251400,436500,419460,185100
перемещение имущества,73,1,345,2018-02-09 11:49:00,2018-02-04 10:34:00,1,1,выполнено,0,2018-02-09 10:48:00,2018-02-16 12:05:00,71,15,0,6,2,10,35,432840,1042260,436500,3660,-605760
контроль пу заявка доступ портам,2,1,116,2018-02-09 11:50:00,2018-02-04 10:35:00,1,1,доступ предоставлен согласно заявке,0,2018-02-07 13:17:00,2018-02-14 14:33:00,2,41,0,6,2,10,35,268920,878280,436500,167580,-441780
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 11:53:00,2018-02-04 10:38:00,1,1,заявка загружена система22,0,2018-02-04 13:41:00,2018-02-07 10:57:00,22,32,7,6,2,10,35,10980,260340,436500,425520,176160
заявка предоставление отзыв прав доступа ресурсам,22,1,13,2018-02-09 11:54:00,2018-02-04 10:39:00,1,1,заявки загружены система22,0,2018-02-04 13:48:00,2018-02-07 08:24:00,22,244,7,6,2,10,35,11340,251100,436500,425160,185400
транспортный шлюз,61,1,86,2018-02-09 11:54:00,2018-02-04 10:39:00,1,1,учетные записи тестового контура система61 разблокированы установлен временный пароль пароль необходимо сменить первого входа,0,2018-02-04 11:16:00,2018-02-11 12:35:00,61,1001,12,6,2,10,35,2220,611760,436500,434280,-175260
настройкаконсультация техническое обслуживание,18,1,18,2018-02-09 11:55:00,2018-02-04 10:40:00,1,1,контрагент добавлен,0,2018-02-04 13:29:00,2018-02-14 07:01:00,18,68,4,6,2,10,35,10140,850860,436500,426360,-414360
загружается терминал завис,0,1,82,2018-02-09 11:56:00,2018-02-04 10:41:00,1,1,ближайшее время терминал заменён пэвмкой,0,2018-02-07 15:05:00,2018-02-07 15:40:00,0,289,1,6,2,10,35,275040,277140,436500,161460,159360
фз_ад_cоздание пользователя система52,52,1,12,2018-02-10 11:56:00,2018-02-04 10:41:00,1,1,работы обращению выполнены,0,2018-02-07 14:15:00,2018-02-14 15:31:00,52,3,12,6,2,10,35,272040,881400,522900,250860,-358500
выполнить установку,0,1,501,2018-02-09 11:56:00,2018-02-04 10:41:00,1,1,установлено,0,2018-02-09 06:46:00,2018-02-09 06:50:00,0,102,0,6,2,10,35,417900,418140,436500,18600,18360
настройка эп сервис22,22,1,137,2018-02-09 11:57:00,2018-02-04 10:42:00,1,1,права предоставлены,0,2018-02-04 11:07:00,2018-02-11 12:23:00,22,105,7,6,2,10,35,1500,610860,436500,435000,-174360
заявка предоставление отзыв прав доступа ресурсам,13,1,13,2018-02-09 06:36:00,2018-02-04 10:42:00,1,1,работы обращению выполнены,0,2018-02-05 13:55:00,2018-02-14 07:52:00,13,57,11,6,2,10,35,97980,853800,417240,319260,-436560
фз_ад_cоздание пользователя система52,52,1,12,2018-02-10 11:57:00,2018-02-04 10:42:00,1,1,работы обращению выполнены,0,2018-02-07 14:19:00,2018-02-14 15:37:00,52,3,12,6,2,10,35,272220,881700,522900,250680,-358800
система26,26,1,112,2018-02-09 11:59:00,2018-02-04 10:44:00,1,1,добрый день рег данные изменены,0,2018-02-04 13:03:00,2018-02-04 13:11:00,26,51,12,6,2,10,35,8340,8820,436500,428160,427680
заявка предоставление отзыв прав доступа ресурсам,41,1,13,2018-02-10 06:36:00,2018-02-04 10:45:00,1,1,работы обращению выполнены,0,2018-02-06 08:08:00,2018-02-07 06:54:00,43,27,0,6,2,10,35,163380,245340,503460,340080,258120
система26,26,1,112,2018-02-09 12:00:00,2018-02-04 10:45:00,1,1,добрый день рег данные изменены,0,2018-02-04 12:50:00,2018-02-04 13:12:00,26,51,12,6,2,10,35,7500,8820,436500,429000,427680
создание запроса,0,1,130,2018-02-09 12:01:00,2018-02-04 10:46:00,1,1,выполнено,0,2018-02-08 08:16:00,2018-02-08 08:21:00,0,3,0,6,2,10,35,336600,336900,436500,99900,99600
сообщить ошибкенеисправности система18,18,1,18,2018-02-09 12:02:00,2018-02-04 10:47:00,0,1,выполнено контрагент добавлен,2,2018-02-04 12:03:00,2018-02-04 12:08:00,18,51,4,6,2,10,35,4560,4860,436500,431940,431640
система26,26,1,112,2018-02-09 12:02:00,2018-02-04 10:47:00,1,1,добрый день рег данные изменены,0,2018-02-04 13:04:00,2018-02-04 13:11:00,26,51,12,6,2,10,35,8220,8640,436500,428280,427860
система26,26,1,112,2018-02-09 12:03:00,2018-02-04 10:48:00,1,1,добрый день рег данные изменены,0,2018-02-04 12:54:00,2018-02-04 13:12:00,26,51,12,6,2,10,35,7560,8640,436500,428940,427860
копировальномножительные работы,25,1,271,2018-02-09 12:04:00,2018-02-04 10:49:00,1,1,копировальномножительные работы выполнены,0,2018-02-04 12:08:00,2018-02-11 13:35:00,25,24,0,6,2,10,35,4740,614760,436500,431760,-178260
письмо random9828заявка,0,1,79,2018-02-09 12:05:00,2018-02-04 10:50:00,1,1,доступ предоставлен необходимо выйти войти систему,0,2018-02-04 10:58:00,2018-02-11 12:17:00,0,32,0,6,2,10,35,480,610020,436500,436020,-173520
